lambdaclass__truth_research_zk	Verified Optimizing Compiler for Cryptographic Primitives
lean-dojo__LeanCopilot	LLMs as Copilots for Theorem Proving in Lean
lean-dojo__LeanMillenniumPrizeProblems	Formal statements of the Millennium Prize Problems
lean-dojo__TorchLean	Neural network specification, execution, and verification in Lean 4.
lean-ja__lean-by-example	コード例で学ぶ Lean 言語
lean-ja__lean99	These are Lean translations of Ninety-Nine Haskell Problems (WIP)
lean-ja__reference-manual-ja	「The Lean Language Reference」の日本語訳（作業中）
lean-machines-central__lean-machines	a Lean4 framework for the modeling and refinement of stateful systems
lean-machines-central__lean-machines-examples	Example specifications for the Lean Machines modelling framework
Lean-MoDS__StatsMLlib	Verified probability, statistics, and learning theory; with Robby955/FormalSLT
lean-phys-community__PhysLean_notes	Notes in PhysLean
Lean-zh__protobuf	protobuf implementation for Lean 4
LeanMachineLearning__LML	Lean Machine Learning Library
leanprover-community__add-combi	Mathlib's additive-combinatorics sublibrary
leanprover-community__aesop	White-box proof automation
leanprover-community__batteries	Extended standard library
leanprover-community__con-nf	Consistency of Quine's New Foundations
leanprover-community__duper	Automated theorem proving in Lean
leanprover-community__flt-regular	FLT for regular primes; cyclotomic-field material
leanprover-community__import-graph	Tool to analyse the import structure of lean projects.
leanprover-community__intentions	Intention registration: a public board of who is formalizing what
leanprover-community__iris-lean	Iris separation logic port
leanprover-community__lean-auto	Experiments on automation for Lean
leanprover-community__lean-liquid	Liquid Tensor Experiment (Lean 3; condensed foundations now in Mathlib)
leanprover-community__lean-perfectoid-spaces	Perfectoid spaces (Lean 3)
leanprover-community__LeanProject	A template for blueprint-driven formalization projects in Lean.
leanprover-community__LeanSearchClient	Syntax for searching with natural language from Lean, using https://leansearch.net/ (may extend to other services)
leanprover-community__llm	Interfacing with Large Language Models (remote and local) from Lean.
leanprover-community__mathematics_in_lean	Mathematics in Lean tutorial
leanprover-community__mathlib4	Large formal mathematics library covering algebra, number theory, topology, analysis, measure theory, geometry, combinatorics, and many other subjects
leanprover-community__mathport	Mathport is a tool for porting Lean3 projects to Lean4
leanprover-community__NNG4	Natural Number Game
leanprover-community__physlib	Formalized mathematical physics in Lean, including Riemannian and pseudo-Riemannian geometry, tensor calculus, relativity, distributions, Lie groups, crystal lattices, topological field theory, and lattice quantum…
leanprover-community__plausible	Property-based counterexample search
leanprover-community__ProofWidgets4	Helper toolkit for creating your own Lean 4 UserWidgets
leanprover-community__quote4	Intuitive, type-safe expression quotations for Lean 4.
leanprover-community__repl	Programmatic proof checking
leanprover-community__sphere-eversion	Sphere eversion via convex integration; h-principle
leanprover-community__tutorials4	Lean 4 tutorial files
leanprover-cookbook__lean-metaprogramming-recipes	A cookbook for Metaprogramming in Lean4 containing code snippets to help you code!
leanprover__comparator	Comparator: judges that a Solution module proves exactly the theorems stated in a Challenge module, with sandboxing (landrun), lean4export, permitted-axiom checks, and optional ammkrn/nanoda_lib replay
leanprover__cslib	Computer science library
leanprover__doc-gen4	Document Generator for Lean 4
leanprover__hex	Verified computational algebra in Lean 4, including matrices, row reduction, determinants, Gram–Schmidt orthogonalization, and LLL lattice reduction
leanprover__hex-bareiss	Executable fraction-free Bareiss determinant over Int. Mathlib-free. Published from hex-dev.
leanprover__hex-bareiss-mathlib	Mathlib correspondence proofs for hex-bareiss. Published from hex-dev.
leanprover__hex-basic	The Mathlib-free computational libraries: dense matrices, row reduction, nullspaces, determinants (Bareiss over Int), Gram–Schmidt, and a verified LLL lattice-basis reduction with a proved short-vector bound, plus a…
leanprover__hex-determinant	Leibniz determinant + cofactor/adjugate/Cauchy-Binet/Plücker over hex-matrix. Mathlib-free. Published from hex-dev.
leanprover__hex-determinant-mathlib	Mathlib correspondence proofs for hex-determinant. Published from hex-dev.
leanprover__hex-gram-schmidt	Integer Gram-Schmidt orthogonalization for the hex project. Mathlib-free.
leanprover__hex-gram-schmidt-mathlib	Mathlib correspondence proofs for hex-gram-schmidt
leanprover__hex-lll	Verified LLL lattice-basis reduction with a proved short-vector bound; a companion library proves correspondence with Mathlib's lattice definitions
leanprover__hex-lll-mathlib	Mathlib correspondence proofs for hex-lll
leanprover__hex-matrix	Dense matrices over an arbitrary coefficient type: arithmetic, elementary row and column operations, and the Gram matrix. Mathlib-free.
leanprover__hex-matrix-mathlib	The Mathlib bridges: correspondence proofs between each Hex computation and Mathlib's definitions, transported typeclass instances, and theorems whose proofs need Mathlib
leanprover__hex-row-reduce	Executable row reduction (RREF) and span/nullspace over hex-matrix. Mathlib-free. Published from hex-dev.
leanprover__hex-row-reduce-mathlib	Mathlib correspondence proofs for hex-row-reduce. Published from hex-dev.
leanprover__human-eval-lean	Hand-written verified Lean solutions for the HumanEval benchmark
leanprover__KLR	A formalization of ML kernel languages
leanprover__lean-eval	Comparator-based formal-mathematics evaluation
leanprover__lean4-cli	A Lean 4 library for configuring Command Line Interfaces and parsing command line arguments.
leanprover__lean4checker	Replay the `Environment` for a given Lean module, ensuring that all declarations are accepted by the kernel.
leanprover__lean4export	Plain-text declaration export for Lean 4
leanprover__LeanInk	LeanInk is a command line helper tool for Alectryon which aims to ease the integration of Lean 4.
leanprover__leansat	This package provides an interface and foundation for verified SAT reasoning
leanprover__leansqlite	SQLite bindings for Lean
leanprover__LNSym	Armv8 Native Code Symbolic Simulator in Lean
leanprover__lp-backend-soplex-ffi	LPBackend adapter for kim-em/soplex-ffi. Priority 10 (FFI band). The native backend kim-em/soplex defaults to.
leanprover__nerodia	Write Python modules in Lean! (WIP)
leanprover__Pantograph	(Mirror) A Machine-to-Machine Interaction System for Lean 4
leanprover__reference-manual	The Lean reference manual
leanprover__SampCert	SampCert : Verified Differential Privacy
leanprover__SHerLOC	A StableHLO analyzer in Lean
leanprover__sos	Sum-of-squares tactic for nonlinear real arithmetic
leanprover__TenCert	Verified tensor compilation in Lean
leanprover__TensorLib	Verified tensor library
leanprover__verso	Lean documentation authoring tool
leanprover__verso-web-components	A collection of reusable components from the Lean website designed build related sites with the same look and feel.
LeastAuthority__STIR	SC: Ethereum - zk(E)VM Verification - STIR Lean Blueprint
lecopivo__LeanBLAS	BLAS bindings and specification
lecopivo__SciLean	Scientific computing
lenianiva__Prismriver	(Mirror) A Music formalization library and DSL in Lean 4
leonardoalt__evm-smith	A framework for AI systems to write EVM bytecode and prove it safe, built on NethermindEth/EVMYulLean.
lexzaiello__DCC	The dependently-typed combinator calculus (DCC).
lf-lang__reactor-model	A Lean-based formalization of the Reactor model.
LieLean__LowDimSolvClassification	Classification of solvable Lie algebras of dimension at most three
lightward__foam	geometry of hospitality
lindy-labs__aegis	Verify Cairo contracts in Lean 4
lindy-labs__wadray_verification	Verification of the Wadray library
LionSR__TNLean	Tensor networks: fundamental theorem of matrix product states, canonical forms
loefflerd__ModularFormDimensions	Finite-dimensionality of modular-form spaces
loganrjmurphy__LeanEuclid	Formal System E for Euclidean geometry, Book I of Euclid's Elements, and the UniGeo formalized problem corpus
lua-vr__pointwise-birkhoff	Pointwise Birkhoff ergodic theorem
Luka-O__polya-enumeration-theorem	Pólya enumeration theorem
m4lvin__Gossip-in-Lean	Verified Results about Gossip protocols in Lean 4
m4lvin__lean4-pdl	Propositional Dynamic Logic in Lean 4, showing Craig Interpolation via Tableau
madvorak__chomsky	Chomsky hierarchy and formal grammars
madvorak__duality	Linear-programming duality
madvorak__fecssk	Formalisms Every Computer Scientist Should Know (course at ISTA)
madvorak__lean4-koch	Koch 2D snowflake generator for 4D Golf
madvorak__read-lean	How to read Lean
madvorak__thue	Semi-Thue systems a.k.a. string rewriting systems
madvorak__vcsp	General-valued constraint satisfaction
Maokami__vqc_in_lean	(WIP) Lean 4 port of the Verified Quantum Computing. Developed as a personal learning project to deepen understanding of quantum computing concepts and formal verification.
marcellop71__redis-lean	Lean bindings for redis/hiredis
marcusrossel__lean-egg	A deprecated equality saturation tactic for Lean based on egg.
marcusrossel__lean-snakebird	An implementation of Snakebird in Lean.
marcusrossel__verified-compiler	A toy example of a verified compiler.
mariainesdff__HassePrinciple	Hilbert symbols and the Hasse–Minkowski invariant over general fields (Women in Numbers 7)
mariainesdff__LocalClassFieldTheory	Local fields toward local class field theory, including discrete valuation rings, uniformizers, and completions at height-one primes
mariovagomarzal__higher_category_theory	Higher-order categories after Cosme Llópez
marozols__clifford-project	Lean formalization of the structure theorem for the single-qudit Clifford group
martinescardo__TypeTopology	Topology and logic from the univalent point of view, in Agda
matematiflo__CompAssistedMath2024	GitHub repository for the seminar on Computer-assisted mathematics held at the University of Heidelberg during the Summer Semester of 2024.
matematiflo__SumsOfSquares	Summing squares in Lean
math-comp__analysis	Real and classical analysis over Mathematical Components: topology, measure/integration, real numbers, sequences, and distributions
math-comp__math-comp	Mathematical Components: finite structures, algebra, finite group theory, field theory, matrices, and polynomials
math-comp__odd-order	Feit–Thompson Odd Order Theorem and the supporting finite-group theory developed for its proof
math-inc__FrontierMathOpen-Hypergraphs	Formalization of a FrontierMath open problem on hypergraphs
math-inc__strongpnt	Strong prime number theorem with the required complex analysis
math-xmum__AbstractAlgebra	Abstract Algebra Game
math-xmum__Brouwer	This repo is about the proof of the Nash Equilibrium through Scarf and Brouwer by Mathlib.
math-xmum__gametheory	Nash equilibrium via Scarf and Brouwer
Mathias-Stout__Many-sorted-model-theory	Many-sorted logic toward the model theory of valued fields
mathlib-initiative__formalization.yaml	Self-reporting standard (v0.4, with JSON schema) for formalization projects: provenance, sources and their relationship (formalizes, adapts, independently-proves, background), AI use, fidelity, scope, review status
matthunz__circuitlib	A digital circuit verification library for Lean4
mattrobball__BridgelandStability	Bridgeland stability conditions on triangulated categories
mccorvie__classification-of-surfaces	Classification of compact surfaces
mdbrnowski__apportionmentlib	Formal verification of apportionment theory.
merely-true__merely-true	Permissive shared repository of AI-generated Lean mathematics with CI-only review (no sorry, no axioms)
metamatematico__Metamatematico---Razonamiento-Formal-con-Lean	Demostrador de enunciados matemáticos con base Lean
metamath__set.mm	Metamath Proof Explorer and companion databases: ZFC mathematics plus intuitionistic set theory, NF, higher-order and quantum logic databases
mgignoux__lean4-gl-coalgebras	Craig interpolation for GL in Lean
mhuisi__Uniq	Static Uniqueness Analysis for the Lean 4 Theorem Prover
MichaelStollBayreuth__EulerProducts	Euler products and L-series
MichaelStollBayreuth__Heights	Theory of heights
MichaelStollBayreuth__LegendreQF	Legendre's theorem on diagonal ternary quadratic forms; complete but defines no Hilbert symbol, Hasse invariant, or lattice notion
MichaelStollBayreuth__Weights	Minimization of hypersurfaces (Elsenhans–Stoll)
midspiral__LemmaScript	verification toolchain for TypeScript (Tech Preview)
mirefek__lean-tactic-programming-guide	Beginner's guide to Tactic Programming in Lean
misaka10987__archimedes	Don't disturb my circle!
mistralai__LeanstralSafeVerify	Leanstral's fork of SafeVerify, which we use for code agent training and as part of our evaluation stack.
mitchell-horner__ErdosStoneSimonovitsKovariSosTuran	Erdős–Stone–Simonovits and Kővári–Sós–Turán theorems
Mizar__MML-current	Mizar Mathematical Library: a centrally maintained collection of formal definitions and proofs across mainstream mathematics
mo271__FormalBook	Aigner–Ziegler, Proofs from THE BOOK
model-checking__rust-lean-models	Lean models of Rust libraries
monsterkrampe__Existential-Rules-in-Lean	This repo contains formalizations around Existential Rules (aka. Tuple-Generating Dependencies) with disjunctions and the Chase algorithm. Mostly this will be about (basics of) my own formal works.
monsterkrampe__Possibly-Infinite-Trees	This repo formalizes (possibly) infinite trees of finite degree in Lean. So far this is mainly a dependency for one of my other projects and tailored towards this purpose. The repo features a formalization of (a special case of) König's Lemma.
morganfshirley__CommComp	Formalization of communication complexity in Lean
mortarsanjaya__IMOSLLean4	Formalization of IMO shortlist problems in Lean 4
mrdouglasny__hille-yosida	Lean 4 formalization of strongly continuous semigroups, Hille-Yosida theorem, and BCR Bochner semigroup-to-group extension
mrdouglasny__lgt	Lattice Gauge Theory in Lean 4 — toward the 2D Yang-Mills mass gap
mrdouglasny__markov-semigroups	Markov semigroups, functional inequalities, and convergence to equilibrium in Lean 4
mrdouglasny__OSforGFF	Gaussian free field in d=4 and the Osterwalder–Schrader axioms
mrdouglasny__pphi2	Construction of phi^4_2 quantum field theory in Lean 4
mrdouglasny__seiberg-witten	The Seiberg-Witten solution of N=2 SU(2) super-Yang-Mills, formalized in Lean 4: physics as named postulates, machine-checked consequences, audited assumptions
mrdouglasny__spectral-positivity	Perron-Frobenius, Jentzsch theorem, and matrix/operator positivity in Lean 4
mseri__BET	Project for "Machine-Checked Mathematics" at the Lorentz Center
mtoohey31__tabular-types	Proofs for Extensible Data Types with Ad-Hoc Polymorphism
namin__climber	LCF checks theorem construction; climber checks theory construction
namin__reviser	LCF checks theorem construction; reviser checks belief revision
nasa__pvslib	NASALib: PVS formalizations spanning algebra, analysis, geometry, numerical methods, decision procedures, and applications
nasqret__fineqs	Lean4 formalization with Artistotle of the arXiv paper 1906.11174
NaveenMaurya749__VerifiedVersionControl	A repository for participation in the LeanLang for Autonomy Hackathon held from April 17 to May 01, 2026 at Indian Institute of Science, organised by Emergence AI.
NethermindEth__CertiPlonk	A framework for extracting and formally verifying constraint systems from the Plonky3 zkDSL in Lean.
NethermindEth__EVMYulLean	Executable formal model of the EVM and Yul in Lean 4.
NethermindEth__FF_CVC5_Lean	Plonky3 formal verification framework
NethermindEth__FVIntmax	Formal verification of the Intmax protocol in Lean.
NethermindEth__sp1-fv-poc	Proof-of-Concept Verification Infrastructure for SP1 zk chips
nielstron__langlib	Library for formal language theory in Lean 4
nikhgarg__EconCSLib	AI-assisted Lean formalization for Economics and Computation research
niklasmohrin__lean-seminar-2023	Construction of a flow equivalent forest from a flow matrix in Lean 4
nileshtrivedi__lean-detective	A Lean4 library to formalize and proof-check murder mysteries like Murdle, KnivesOut and Drishyam
nimarasekh__Formalization-SoSe25	Teaching Material for Course on Formalization Summer Semester 2025 at Uni Greifswald
nomeata__loogle	Type-pattern search over Mathlib; also the lean_loogle MCP tool
npflueger__demazure	Demazure products
NyxFoundation__tsl-formal-verification	Formal Verification of Top Single Layer Encoding
objectionary__proof	Proof of 𝜑-calculus confluence in Lean4
ojhermann-org__pacioli	A verified core of accounting mechanics in Lean 4, paired with curated accounting judgment in the Open Knowledge Format (OKF).
oliver-butterley__SpectralThm	Spectral theorem
oOo0oOo__LeanDoomed	Simple Raycasting Example in Lean4 using SDL3
oOo0oOo__LeanParanoia	Lean 4 proof verification without reference
oOo0oOo__LeanRPC	Serve Lean 4 functions as RPC methods over HTTP
oOo0oOo__LeanSage	SageMath integration for Lean4
oOo0oOo__LeanSerde	Type-safe serialization for Lean
opencompl__fp-lean	Floating Point Semantics Mechanization for Lean
opencompl__lean-mlir	A minimal development of SSA theory
optimisticexquisite__lean-rsa-project	A lean project on RSA encryption
optsuite__optlib	Optimization algorithms and convergence proofs
or4nge19__MCMC	Formalization of Markov Chain Monte Carlo in Lean 4
or4nge19__NeuralNetworks	Neural networks
Oscario0__LeanBisection	The Bisection method is the simplest numerical approximation approach in mathematics that applies to any continuous function on an interval where the value of the function changes sign from one-end-point of the interval to another
palladin__lean-eff	LeanEff is a small Lean 4 extensible-effects library
palladin__lean-linq	Type-safe, deeply-embedded SQL query DSL for Lean 4 — LINQ-style pipelines and query! comprehensions compiling to parameterized SQL for SQLite, PostgreSQL, and SQL Server
palladin__lean-reducers	Parallel, fused reducers for Lean 4
pangenome__povu	A toolkit for exploring regions of variation in pangenomes
pannous__hyper-lean	Hyperreal Numbers in Lean 4
Paper-Proof__paperproof	Lean theorem proving interface which feels like pen-and-paper proofs.
parabamoghv__DashedMonoids	Formalization of a new data structure: Dashed-Monoids
Parcly-Taxel__Redhill	A formalisation of the disproof of Ramaekers's conjecture
PatrickMassot__checkdecls	Tiny Lean library to check existence of declarations
PatrickMassot__GlimpseOfLean	Fast introduction to theorem proving
PatrickMassot__leanblueprint	Formalization blueprint infrastructure
PatrickMassot__verbose-lean4	Natural language tactics to teach mathematics using Lean 4
Paul-Lez__PersistentDecomp	Structure theorem for persistence modules
paulcadman__flappy	A flappy bird clone in Lean
paulch42__lean-spec	Program Specification in Lean 4
pawelsberg__lean-directory-browser	It is a windows folder explorer written in lean4 (using code-proxy).
peabrainiac__lean-catdg	Categorical differential geometry
pelicanhere__AutoGeneralization	Kernel-checked theorem generalization for Lean
physicslib__physicslib4	Solving Hilbert's 6th problem in Lean
PierreSenellart__descriptive-complexity	Descriptive complexity: NP-completeness via first-order reductions
PierreSenellart__provenance-lean	Lean4 formalization of some provenance notions
pitmonticone__ItaLean2025	Repository hosting the resources for the conference "ItaLean 2025", held in Bologna, Italy, December 9–12, 2025.
pitmonticone__LeanCHANGE	Repository hosting the resources for the Lean demo session of my talk presented at the weekly research seminar on CHallenges in ANalysis and GEometry (CHANGE) at the University of Trento on February 11, 2025.
pitmonticone__LeanInVienna2024	Repository hosting resources for the "Lean Tutorial in Vienna" at TU Wien from September 18 to 20, 2024.
pitmonticone__QuadraticIntegers	Rings of integers of quadratic fields
PnVDiscord__software-foundations-lean	📚 (WIP) Rewriting Software Foundations in Lean 4
pnwamk__lean4-assert-command	A simple assertion command for Lean4
Polarnova__ProbabilityApproximation	Lean 4 and Mathlib formalization of nonuniform Berry–Esseen bounds and Bentkus's multivariate Gaussian approximation over convex sets.
predictable-machines__lean4-base64	RFC 4648 Base64 encoding and decoding for Lean 4
predictable-machines__lean4-flow	Reactive streams library for Lean 4 — Flow, SharedFlow, StateFlow, ProgramFlow, and ReactiveProgram
predictable-machines__lean4-json-schema	Lean 4 JSON Schema library — types, validation, correctness proofs, and deriving handlers
Project-Navi__cd-formalization	Lean 4 + Mathlib formalization of the Creative Determinant framework — 15 theorems proved with zero sorry, CI-enforced via lake build --wfail
project-numina__LeanGeo	Solving Competition Geometry Problems in Lean
ProofOfKeags__btc-verified	Verified Bitcoin protocol components in Lean 4 — serialization, txids, and merkle commitments checked against real mainnet blocks.
proofs-and-programs__proofs-and-programs-25	Code for the course "Proofs and Programs", January 2025, IISc
provables__special-numbers	Special Numbers (Chapter 6 from Knuth's Concrete Mathematics)
QDU-Math-in-lean__elementary-number-theory	elementary number theory
qualgebra__LeanToolkit	A set of tools and extensions for Lean
rahul3613__miniF2F-lean4	miniF2F dataset ported into Lean 4
rahul3613__ProofNet-lean4	ProofNet dataset ported into Lean 4
rami3l__PLFaLean	Learn Lean 4 with PLFA proofs.
reilabs__proven-zk	A support library for working with zero knowledge cryptography in Lean 4.
remimimimimi__leansec	Total parser combinators library for Lean4
RemyDegenne__brownian-motion	Construction of Brownian motion; with RemyDegenne/kolmogorov_extension4
RemyDegenne__CLT	Central limit theorem in Lean
RemyDegenne__kolmogorov_extension4	Lean formalization of the Kolmogorov extension theorem
RemyDegenne__testing-lower-bounds	Information theory and hypothesis-testing bounds
riccardobrasca__flt3	Fermat's Last Theorem for exponent 3
riccardobrasca__kaplanski4	Kaplansky's criterion for unique factorization domains
riccardobrasca__KummerCriterion	Kummer's criterion for regular primes
riccardobrasca__LFTCM2024	Repository for the conference LFTCM2024
riccardobrasca__Numbers	An introduction to numbers
riccardobrasca__SDG	Synthetic differential geometry
Rickerd1234__RelationalAlgebra	University Master Thesis
RileyBetts__lean-grpc	Pure Lean 4 gRPC stack (HTTP/2 + HPACK + gRPC) on Std.Async
RileyBetts__lean-tee	Lean-specified zkTEE: measured guest execution, hashed receipts, lean-grpc APIs
risc0__risc0-lean4	A model of the RISC Zero zkVM and ecosystem in the Lean 4 Theorem Prover
rkirov__category-theory-in-context-lean	Lean companion to Riehl's Category Theory in Context
Robby955__FormalSLT	Machine-checked statistical learning theory in Lean 4: empirical-Bernstein and time-uniform PAC-Bayes, Markov risk, Rademacher/VC, and Dudley chaining.
RobertoZunino__ITPCourse	An Interactive Theorem Proving course with Lean 4
rocq-community__corn	Constructive mathematics library in Rocq/Coq
rocq-community__fourcolor	Four Color Theorem, including the graph theory and real analysis needed for the proof
rocq-prover__rocq	Rocq core library: elementary logic, basic data types, equality, arithmetic foundations, and well-founded recursion
rocq-prover__stdlib	Rocq standard mathematical library: sets, lists, sorting, arithmetic, numbers, relations, and general-purpose definitions and theorems
roed-math__gq2-lean	Dyadic Hilbert symbol over ℚ₂ with Serre's evaluation formula and 2-adic square-class facts; all proofs are complete
roos-j__lean-booleanfun	Analysis of Boolean functions, including Arrow's theorem
RSoulatIOHK__Pigment	Terminal colors and styling for Lean 4
runbikeswim__lean-semver	Semantic Versioning in Lean4
rzrn__ground_zero	Homotopy type theory in Lean 4
SAIRcompetition__equational-theories-lean-stage2	This repository hosts the SAIR Mathematics Distillation Challenge: Equational Theories Stage 2, providing Lean 4 problem sets, judging tools, and submission harnesses for generating machine-checkable proof certificates.
samuelborza__IsTranscendentalPi	Transcendence of π
SamuelSchlesinger__complexitylib	Formalization of complexity theory
SamuelSchlesinger__sensitivity-conjecture	Huang's proof of the sensitivity conjecture
SamuelSchlesinger__shannon-1948-formalization	A formalization of Shannon's seminal 1948 paper defining entropy.
schergen-org__Leansi	Leansi is a Lean Library for terminal formatting.
SchrodingerZhu__lean-gccjit	libgccjit bindings for Lean4
sciencraft__LeanCat	Lean4 benchmark on 1 category.
scottnarmstrong__DeGiorgi	De Giorgi–Nash–Moser theory
sdiehl__kitty-cats	Category theory but for kitty cats, meow 🐱🐈
sdiehl__zero-to-qed	From Zero to QED: An informal introduction to formality with Lean 4
Seasawher__import-all	This script can check and auto-generate `import` statements in a lean4 repository.
Seasawher__lean-book	mdbook template for Lean project
Seasawher__mdgen	Tool to generate markdown files from lean files.
Seasawher__mk-exercise	Simple and intuitive tool to manage exercises in textbooks written in Lean.
seL4__l4v	Isabelle/HOL formal specifications and proofs for seL4, with reusable theories for machine words, state monads, separation logic, refinement, and program verification
ShangtongZhang__rl-theory-in-lean	Towards Formalizing RL Theory
shetzl__autth	Automata theory
Shilun-Allan-Li__tcslib	Lean 4 Theoretical Computer Science Library
ShouqiaoW__erdos	Erdős problems: checked proofs, partially formalized in Lean
Shreyas4991__Algolean	Algorithms and Complexity Library using the lightweight query combinator framework called "Prog"
Shreyas4991__DGAlgorithms	Distributed Graph Algorithms in Lean
shunghsiyu__toy-verifier	Minimal static analysis based verifier for educational purpose
siddhartha-gadgil__lean-loris	Experiments with some ways of automating reasoning in lean 4
siddhartha-gadgil__LeanAide	AI aids for autoformalization
siddhartha-gadgil__LeanAideTools	Tools, specifically for running tactics in the background, with minimal dependencies
siddhartha-gadgil__LeanLangur	Expositions and demos for Lean Prover
siddhartha-gadgil__LeanLion	Code for Singapore Workshop on Formal Proofs and Lean
siddhartha-gadgil__MetaExamples	Examples using MetaProgramming for writing tactics etc.
siddhartha-gadgil__Polylean	Group extensions and torsion-freeness with computational proofs
siddhartha-gadgil__proofs-and-programs-2023	Code and source for website for the course "Proofs and Programs", January 2023, Indian Institute of Science
siddhartha-gadgil__Saturn	Experiments with SAT solvers with proofs in Lean 4
singerng__steinberg-formalization	Steinberg groups
sinhp__displayed_categories	Displayed categories, including fibers, cartesian lifts, and Street fibrations
sinhp__HoTTLean	Groupoid and natural models of HoTT; semantics of type theory
sinhp__LeanFibredCategories	Fibred categories; this development is inactive and has been superseded by the corresponding Mathlib material
sinhp__Poly	Polynomial functors and locally cartesian closed categories
smmercuri__adele-ring_locally-compact	Local compactness of the adele ring of a number field
solana-foundation__leanprover-solanalib	⚠️ Experimental | Prototype
somombo__formalized-quicksort	Implementation and Formal Verification of the Quicksort Algorithm
somombo__swaps-perm	Mathematically defines of permutations of arrays and proves related theorems
sorrachai__FAA2025	This is the repository for the course "Formalizing Analysis of Algorithms", Autumn 2025.
sorrachai__GraphLib	This is the repository for graph algorithm design.
SorryDB__LeanUtils	Lean scripts for indexing sorries and verifying proofs
spitters__CatCrypt-core	Core of Catcrypt
SrGaabriel__lapis	✏️ | A cutting-edge, concurrent & performant Language Server Protocol (LSP) framework for Lean 4.
SrGaabriel__leaner	🪶 | A linter, formatter and whole-program dead code eliminator for Lean 4
SrGaabriel__soma	⚗️ | Soma is a general-purpose dependently-typed functional programming language powered by Interaction Nets.
SRI-CSL__PVS	PVS and its standard libraries, including the formal definitions used by NASALib
standardml__twelf	Twelf/LF examples and case studies: lambda calculi, Cartesian closed categories, Church–Rosser, cut elimination, Mini-ML, logic programming and metatheory
stat-lib__statlib	LEAN library supporting statistics formalization
sunblaze-ucb__verina	Verina (Verifiable Code Generation Arena) is a high-quality benchmark enabling a comprehensive and modular evaluation of code, specification, and proof generation as well as their compositions.
suomela__2-coloring-1-round	2-Coloring Cycles in One Round: Formalization in Lean 4
sven-manthe__A-formalization-of-Borel-determinacy-in-Lean	Borel determinacy
sysghent__learn-lean-riddles	Riddles solved in Lean4 for educational purposes
T-Brick__ControlFlow	A control flow graph library for Lean
T-Brick__DateTime	DateTime package for Lean 4
T-Brick__lean-wasm	Formalising the WASM spec in Lean
T-Brick__lean2wasm	Tool for compiling Lean to WASM
T-Brick__Numbers	Arbitrary Bit-Length Integers in Lean
tani__literate-lean	literate programming for lean4
TauCetiProject__TauCeti	AI-authored Lean library downstream of Mathlib, incubated by the Lean FRO and the Mathlib Initiative: humans own the roadmap, AI agents author the proofs, AI reviewers gate every PR against open adversarial rubrics
TauCetiProject__TauCetiReview	The review rubrics (scope, correctness, reuse, attribution, API design, generality, placement, naming, documentation, proof quality, deprecation) and the machinery that runs review
TauCetiProject__TauCetiRoadmap	The human-controlled roadmaps: one README.md specification per area plus Suggested.lean target signatures
teorth__analysis	Lean companion to Tao's Analysis I
teorth__equational_theories	Implication graph between magma equational laws
teorth__expdb	Exponent-pair database for analytic number theory
teorth__pfr	Polynomial Freiman–Ruzsa conjecture and related additive combinatorics
teorth__sendov	Sendov's conjecture work
Th0rgal__morpho-verity	Formal verification of Morpho Blue lending protocol using Verity (Lean 4)
the1lab__1lab	Cross-linked HoTT reference in cubical Agda
thefundamentaltheor3m__Sphere-Packing-Lean	Viazovska's dimension-8 sphere-packing theorem and the E8 lattice
themathqueen__monlib4	Formalising non-commutative graph theory in Lean
thery__coqprime	Number theory, elliptic curves, modular arithmetic, and primality certification
thery__Selinger	Laurent Théry's formalization of Selinger's quantum-gate synthesis proof, combining number-theoretic and linear-algebraic definitions over Mathematical Components
tim-br__LeanTest	lean4 unit testing framework
Timeroot__ComputableReal	Computable real numbers
Timeroot__Lean-QuantumInfo	Quantum information theory
todbeibrot__Lean-Oscar	Interface between Lean 4 and the OSCAR computer-algebra system
Trequetrum__lean4game-logic	Make/Encode some basic logic puzzles
trishullab__PutnamBench	Putnam problems in Lean 4, Isabelle, and Coq
tsurumi-yizhou__SPG	A Lean 4 library for analyzing Spin Point Groups
tukamilano__automated-theory-construction-lean	A prototype framework for automated theory construction in Lean 4.
tydeu__lean4-alloy	Write C shims from within Lean code.
tydeu__lean4-itertools	A Lean 4 library for iterators.
tydeu__lean4-partax	Lean 4 library of tools for parsing and compiling syntax and parser definitions.
typednotes__hale	Haskell-inspired libraries for Lean 4 with maximalist typing
uda-lab__leray-hopf	Leray–Hopf weak solutions of incompressible Navier–Stokes
ufmg-smite__lean-smt	Automated proof tactics using satisfiability-modulo-theories solvers
ulfjack__ryu	Converts floating point numbers to decimal strings
umpolungfish__Imscribing_Grammar	A 12-primitive measurement apparatus for the structural type of any system — 17,280,000-address Crystal of Types
UniMath__agda-unimath	Univalent mathematics in Agda, including extensive category theory
UniMath__UniMath	Univalent mathematics in Rocq/Coq; large formal category-theory corpus
urkud__SardMoreira	Moreira's version of Sard's theorem; with fpvandoorn/sard
utensil__ginac-lean	A work-in-progress Lean 4 binding to GiNaC
uwplse__verdi	Formal models and proofs for distributed systems, including reusable definitions for verified distributed algorithms
varosi__Bitmap	Lean 4 bitmap utilities with PNG encode/decode support, plus a small widget for visualization.
vasnesterov__HadwigerNelson	Hadwiger–Nelson bounds
